21.4953,-74.2698,83.4891,,,,
-51.5807,,,,,,
8.7579,-87.1512,305.7325,,,,
522.4178,,,,,,
14.8411,-50.0524,,,,,
10.5895,157.3132,-80.6824,,,,
,,,,,,
,,,,,,
,,,,,,
-95.5093,,,,,,
,,,,,,
-44.4646,,,,,,
,,,,,,
,,,,,,
,,,,,,
10.4667,-48.8381,,,,,
,,,,,,
-93.4884,57.6148,,,,,
-67.3927,,,,,,
,,,,,,
,,,,,,
92.8230,-38.1094,,,,,
,,,,,,
442.8748,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
-74.1529,226.0729,-86.9769,372.8445,,,
,,,,,,
-42.8597,-83.6220,-36.3027,,,,
,,,,,,
-35.1618,,,,,,
,,,,,,
,,,,,,
-29.1117,,,,,,
-50.7233,170.1969,,,,,
118.9395,,,,,,
-9.0758,,,,,,
,,,,,,
,,,,,,
-82.2412,530.4594,,,,,
-18.6596,-12.4658,-99.5586,-91.1010,321.1775,,
-64.7131,,,,,,
-70.4472,,,,,,
,,,,,,
-69.1760,,,,,,
92.2132,,,,,,
,,,,,,
30.2312,,,,,,
,,,,,,
,,,,,,
-28.4596,,,,,,
49.6048,-72.4092,123.9241,,,,
,,,,,,
,,,,,,
175.3461,,,,,,
,,,,,,
,,,,,,
-81.8105,-84.2013,141.4896,4474.0699,,,
,,,,,,
,,,,,,
,,,,,,
-1.4917,,,,,,
,,,,,,
-75.4637,445.5898,,,,,
-67.3927,,,,,,
131.2147,,,,,,
24.5332,-53.9397,,,,,
,,,,,,
,,,,,,
-22.9565,-19.8209,,,,,
,,,,,,
-67.3927,,,,,,
,,,,,,
195.1908,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
-30.5057,,,,,,
,,,,,,
-67.6555,,,,,,
,,,,,,
-5.0136,-43.6716,,,,,
,,,,,,
145.4358,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
-91.3591,2720.9555,,,,,
,,,,,,
,,,,,,
,,,,,,
-67.3927,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
-96.2252,,,,,,
-70.9865,,,,,,
25.8580,2256.5672,-91.7985,,,,
-66.0266,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
-67.3927,,,,,,
-43.5865,785.3259,,,,,
-4.9875,,,,,,
,,,,,,
-75.2101,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
-71.3839,100.4478,,,,,
,,,,,,
11.5188,-89.3735,388.7771,,,,
,,,,,,
-31.0147,9.8751,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
35.0811,-83.4501,154.6157,,,,
,,,,,,
-29.6722,,,,,,
-68.3221,3052.2968,,,,,
,,,,,,
-63.1669,,,,,,
-17.6669,-65.1952,-89.6464,6457.1141,,,
,,,,,,
,,,,,,
-99.4329,,,,,,
,,,,,,
,,,,,,
619.3231,,,,,,
,,,,,,
,,,,,,
-97.5620,-60.6048,47.4542,-66.6287,63.0365,,
-24.6944,-96.7928,1559.2727,,,,
-4.6194,,,,,,
,,,,,,
,,,,,,
8.8212,-72.0210,,,,,
,,,,,,
,,,,,,
-66.2254,,,,,,
,,,,,,
,,,,,,
-78.2341,3292.7627,-6.8117,,,,
-87.7269,241.4988,,,,,
,,,,,,
,,,,,,
,,,,,,
-67.3927,,,,,,
,,,,,,
-85.7001,68.8730,,,,,
,,,,,,
-94.8423,,,,,,
,,,,,,
28.4666,,,,,,
,,,,,,
-26.9554,,,,,,
72.4188,1067.0205,,,,,
-97.8453,42.1880,-86.5839,-44.7242,454.3240,735.0121,-91.3240
,,,,,,
-28.4596,,,,,,
-45.0475,,,,,,
,,,,,,
,,,,,,
-89.8257,,,,,,
228.9846,465.9638,-95.8364,,,,
-42.1542,-21.7498,-85.3673,325.5601,,,
,,,,,,
,,,,,,
-90.5386,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
14.4646,-67.6384,56.3487,,,,
-78.5071,,,,,,
-27.1656,,,,,,
-67.3927,,,,,,
-11.5055,,,,,,
,,,,,,
,,,,,,
-12.1434,-53.0380,,,,,
,,,,,,
25.5606,-84.7193,189.4699,,,,
,,,,,,
-90.5092,170691.3741,-93.4527,,,,
,,,,,,
153.3265,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
-5.7484,,,,,,
-90.3073,2711.1004,,,,,
,,,,,,
-16.1251,43.0693,-74.1089,,,,
-52.8604,,,,,,
,,,,,,
12.6775,-29.9490,,,,,
3.2869,-31.4718,,,,,
,,,,,,
142.4996,,,,,,
,,,,,,
,,,,,,
,,,,,,
-71.0597,,,,,,
,,,,,,
845.1280,-99.7879,819.2216,-74.0895,,,
,,,,,,
,,,,,,
-6.3472,639.2062,-87.0443,,,,
-86.5904,4.6900,289.4696,-66.8345,-84.4727,,
,,,,,,
,,,,,,
,,,,,,
-79.1630,,,,,,
